audio_id,score_name,pc,mae,aae,pcs,perceptual
schubert-winterreise-audio_22,schubert-winterreise-score_22,0.6811594202898551,0.18999999999999773,0.2988405797101445,0.8887674825174827,0.5706097650621436
schubert-winterreise-audio_46,schubert-winterreise-score_22,0.7246376811594203,0.1999999999999993,0.24420289855072363,0.9101648035035155,0.5609985718543955
schubert-winterreise-audio_70,schubert-winterreise-score_22,0.043478260869565216,0.9900000000000091,1.0294202898550722,0.608429600823516,0.03766352784767046
schubert-winterreise-audio_94,schubert-winterreise-score_22,0.014492753623188406,2.6899999999999977,3.18217391304348,0.21939452418284844,0.020353694044495847
schubert-winterreise-audio_118,schubert-winterreise-score_22,0.6666666666666666,0.20000000000000284,0.6382608695652175,0.8191235059760957,0.5005965590838278
schubert-winterreise-audio_142,schubert-winterreise-score_22,0.057971014492753624,2.8200000000000074,2.769420289855072,0.279773277289517,0.05787984675224612
schubert-winterreise-audio_166,schubert-winterreise-score_22,0.6521739130434783,0.2400000000000091,0.29565217391304355,0.8890738685411271,0.5144474477363292
schubert-winterreise-audio_190,schubert-winterreise-score_22,0.6521739130434783,0.22,0.3523188405797099,0.8689961435082388,0.5374661920341465
schubert-winterreise-audio_214,schubert-winterreise-score_22,0.5652173913043478,0.2599999999999909,0.3526086956521739,0.8799131154323543,0.45259325162294056
schubert-winterreise-audio_13,schubert-winterreise-score_13,0.6538461538461539,0.14499999999999602,0.4205769230769223,0.9271123491179205,0.6086552171869309
schubert-winterreise-audio_37,schubert-winterreise-score_13,0.8076923076923077,0.1599999999999966,0.19557692307692148,0.9404434040209314,0.6573550750600745
schubert-winterreise-audio_61,schubert-winterreise-score_13,0.09615384615384616,0.9249999999999972,1.0055769230769231,0.7452383457855416,0.0508245657350885
schubert-winterreise-audio_85,schubert-winterreise-score_13,0.057692307692307696,0.6850000000000023,0.9523076923076931,0.7382227565854191,0.10126810529918923
schubert-winterreise-audio_109,schubert-winterreise-score_13,0.5192307692307693,0.26500000000000146,0.4217307692307694,0.8843706617306801,0.40054505112716043
schubert-winterreise-audio_133,schubert-winterreise-score_13,0.0,5.585000000000001,6.377115384615386,0.11021476071078165,5.046262219379767e-05
