audio_id,score_name,pc,mae,aae,pcs,perceptual
schubert-winterreise-audio_22,schubert-winterreise-score_22,0.8695652173913043,0.040000000000000036,0.31999999999999906,0.9279938811188813,0.8212974520315223
schubert-winterreise-audio_46,schubert-winterreise-score_22,0.8405797101449275,0.05999999999999517,0.23681159420289818,0.9102224271061429,0.7721723650256423
schubert-winterreise-audio_70,schubert-winterreise-score_22,0.043478260869565216,0.8599999999999994,1.0368115942028993,0.6201532654695182,0.048627791508138236
schubert-winterreise-audio_94,schubert-winterreise-score_22,0.7101449275362319,0.060000000000002274,0.35942028985507163,0.8551441321915333,0.6288164017200519
schubert-winterreise-audio_118,schubert-winterreise-score_22,0.8115942028985508,0.060000000000002274,0.2371014492753622,0.8941567065073043,0.7214727918663388
schubert-winterreise-audio_142,schubert-winterreise-score_22,0.855072463768116,0.03999999999999915,0.20521739130434782,0.9166985097439816,0.8145691263914733
schubert-winterreise-audio_166,schubert-winterreise-score_22,0.8115942028985508,0.05999999999999517,0.21971014492753602,0.9065236157356026,0.7198881565839568
schubert-winterreise-audio_190,schubert-winterreise-score_22,0.8115942028985508,0.03999999999999915,0.2440579710144921,0.9080285146663554,0.7463084531073615
schubert-winterreise-audio_214,schubert-winterreise-score_22,0.8115942028985508,0.060000000000002274,0.2765217391304359,0.90142738932561,0.7309839135760261
schubert-winterreise-audio_13,schubert-winterreise-score_13,0.75,0.060000000000002274,0.2611538461538475,0.9211931290622094,0.7196549398361622
schubert-winterreise-audio_37,schubert-winterreise-score_13,0.8461538461538461,0.060000000000002274,0.13923076923076882,0.9533186450013774,0.8135422948068575
schubert-winterreise-audio_61,schubert-winterreise-score_13,0.1346153846153846,0.7700000000000102,0.8234615384615384,0.7850152583394718,0.11975644443416716
schubert-winterreise-audio_85,schubert-winterreise-score_13,0.5576923076923077,0.23999999999999844,0.4880769230769223,0.8632637446715491,0.5318558253510343
schubert-winterreise-audio_109,schubert-winterreise-score_13,0.5576923076923077,0.23000000000001108,0.40653846153846096,0.8815363257751043,0.5006023218362596
schubert-winterreise-audio_133,schubert-winterreise-score_13,0.75,0.10000000000001208,0.23038461538461402,0.9370980050147174,0.6947928702105594
schubert-winterreise-audio_157,schubert-winterreise-score_13,0.7307692307692307,0.09999999999999787,0.30038461538461586,0.9152066486972146,0.6472989856926131
schubert-winterreise-audio_181,schubert-winterreise-score_13,0.6346153846153846,0.20999999999999375,0.45230769230769197,0.8764756385490449,0.5782275534554803
schubert-winterreise-audio_205,schubert-winterreise-score_13,0.5961538461538461,0.19999999999999574,0.49807692307692203,0.8705761316872431,0.5396210039738384
schubert-winterreise-audio_20,schubert-winterreise-score_20,0.8640776699029126,0.03999999999999204,0.16485436893203995,0.9214584920030459,0.816880486114977
schubert-winterreise-audio_44,schubert-winterreise-score_20,0.8155339805825242,0.03999999999999915,0.24213592233009631,0.8921933085501863,0.7853875168360748
schubert-winterreise-audio_68,schubert-winterreise-score_20,0.02912621359223301,0.8000000000000043,0.9011650485436894,0.6475523399014775,0.03831624972913343
schubert-winterreise-audio_92,schubert-winterreise-score_20,0.7766990291262136,0.05999999999998806,0.31281553398058237,0.8845904473741086,0.7122065728665745
schubert-winterreise-audio_116,schubert-winterreise-score_20,0.7475728155339806,0.060000000000002274,0.3514563106796111,0.8701858969330928,0.6826024936796277
schubert-winterreise-audio_140,schubert-winterreise-score_20,0.7961165048543689,0.03999999999999915,0.2266019417475727,0.9086553565818409,0.7570508948815053
schubert-winterreise-audio_164,schubert-winterreise-score_20,0.8349514563106796,0.03999999999999204,0.24524271844660175,0.8910177535595009,0.7711989031857122
schubert-winterreise-audio_188,schubert-winterreise-score_20,0.6796116504854369,0.07999999999998408,0.6100970873786421,0.8448765256883334,0.6376173082498865
schubert-winterreise-audio_212,schubert-winterreise-score_20,0.7961165048543689,0.060000000000002274,0.23495145631068037,0.901918976545842,0.7194318489923451
schubert-winterreise-audio_15,schubert-winterreise-score_15,0.6133333333333333,0.12000000000000455,0.38293333333333435,0.7860704269242749,0.5874494038754496
schubert-winterreise-audio_39,schubert-winterreise-score_15,0.5066666666666667,0.28000000000000114,0.5466666666666673,0.6998158379373844,0.4889622783624743
schubert-winterreise-audio_63,schubert-winterreise-score_15,0.08,0.7999999999999972,0.9919999999999991,0.5606151089877581,0.07735704126277748
schubert-winterreise-audio_87,schubert-winterreise-score_15,0.4666666666666667,0.35999999999999943,0.6231999999999993,0.7247025892232334,0.4454091419829883
schubert-winterreise-audio_111,schubert-winterreise-score_15,0.56,0.19999999999999574,0.5984,0.7037933817594836,0.4939391761675057
schubert-winterreise-audio_135,schubert-winterreise-score_15,0.5733333333333334,0.17999999999999972,0.6890666666666669,0.6426353915143151,0.5289867145490806
schubert-winterreise-audio_159,schubert-winterreise-score_15,0.5733333333333334,0.20000000000000284,0.4021333333333332,0.8103948896631822,0.5412105744584619
schubert-winterreise-audio_183,schubert-winterreise-score_15,0.3466666666666667,0.8199999999999932,1.2287999999999992,0.5685898553250834,0.3222226105189849
schubert-winterreise-audio_207,schubert-winterreise-score_15,0.6,0.12000000000000455,0.5218666666666668,0.7091959557053441,0.5455436962047057
schubert-winterreise-audio_2,schubert-winterreise-score_2,0.8686868686868687,0.13999999999999702,0.1822222222222224,0.8752103196859226,0.822970021013727
schubert-winterreise-audio_26,schubert-winterreise-score_2,0.8484848484848485,0.1399999999999988,0.16808080808080805,0.8789411064842356,0.8272516392558895
schubert-winterreise-audio_50,schubert-winterreise-score_2,0.030303030303030304,0.6999999999999886,0.6513131313131316,0.5822918037100382,0.053894910248448134
schubert-winterreise-audio_74,schubert-winterreise-score_2,0.8282828282828283,0.09999999999999787,0.16343434343434426,0.8921122994652402,0.8209451394696013
schubert-winterreise-audio_98,schubert-winterreise-score_2,0.8686868686868687,0.10000000000002274,0.19090909090909128,0.8764886926267895,0.7972166594664447
schubert-winterreise-audio_122,schubert-winterreise-score_2,0.9191919191919192,0.10000000000000853,0.14383838383838432,0.8902324120603011,0.8702787381471838
