audio_id,score_name,pc,mae,aae,pcs,perceptual
schubert-winterreise-audio_22,schubert-winterreise-score_22,0.855072463768116,0.040000000000020464,0.2817391304347819,0.9216564685314687,0.7927682791596243
schubert-winterreise-audio_46,schubert-winterreise-score_22,0.7971014492753623,0.020000000000010232,0.2591304347826087,0.9066497637432291,0.7681490359367762
schubert-winterreise-audio_70,schubert-winterreise-score_22,0.057971014492753624,0.8599999999999994,0.9472463768115942,0.6747111975294523,0.05128510095253091
schubert-winterreise-audio_94,schubert-winterreise-score_22,0.0,3.1200000000000045,3.750144927536232,0.12181883970570494,1.562228626868793e-07
schubert-winterreise-audio_118,schubert-winterreise-score_22,0.7971014492753623,0.060000000000002274,0.235652173913043,0.9023904382470123,0.7283415026994604
schubert-winterreise-audio_142,schubert-winterreise-score_22,0.07246376811594203,2.3599999999999994,2.234782608695653,0.30862310533689946,0.06786478266935396
schubert-winterreise-audio_166,schubert-winterreise-score_22,0.9130434782608695,0.03999999999999915,0.16840579710144876,0.9410531508200766,0.8160402453653567
schubert-winterreise-audio_190,schubert-winterreise-score_22,0.855072463768116,0.040000000000000036,0.19536231884058028,0.929180787659226,0.8092388220059424
schubert-winterreise-audio_214,schubert-winterreise-score_22,0.7681159420289855,0.040000000000020464,0.29507246376811685,0.8981175010343398,0.6906739102782568
schubert-winterreise-audio_13,schubert-winterreise-score_13,0.6923076923076923,0.07000000000000384,0.450384615384615,0.9157381615598886,0.678800867456859
schubert-winterreise-audio_37,schubert-winterreise-score_13,0.7884615384615384,0.060000000000002274,0.20461538461538373,0.9344533186450019,0.7471816957529219
schubert-winterreise-audio_61,schubert-winterreise-score_13,0.15384615384615385,0.7799999999999905,0.7507692307692309,0.8087972219299171,0.10615654918262193
schubert-winterreise-audio_85,schubert-winterreise-score_13,0.0,0.7899999999999991,1.0042307692307697,0.7247786643348999,0.042112211468000975
schubert-winterreise-audio_109,schubert-winterreise-score_13,0.6346153846153846,0.21999999999999886,0.40730769230769237,0.8862795002313744,0.5629475761684449
schubert-winterreise-audio_133,schubert-winterreise-score_13,0.0,5.75,6.548076923076924,0.10792543333696722,5.046262219379767e-05
schubert-winterreise-audio_157,schubert-winterreise-score_13,0.7307692307692307,0.11000000000000654,0.3138461538461544,0.9236298292902066,0.658712796010382
schubert-winterreise-audio_181,schubert-winterreise-score_13,0.6538461538461539,0.19999999999999574,0.40269230769230824,0.8910710452886883,0.594934275022102
schubert-winterreise-audio_205,schubert-winterreise-score_13,0.5961538461538461,0.13000000000000256,0.4780769230769231,0.8799382716049382,0.5682849403759209
schubert-winterreise-audio_20,schubert-winterreise-score_20,0.8932038834951457,0.01999999999998181,0.11456310679611659,0.9454493526275705,0.85590725378397
schubert-winterreise-audio_44,schubert-winterreise-score_20,0.8349514563106796,0.0,0.2056310679611641,0.9118181032246914,0.803388737658345
schubert-winterreise-audio_68,schubert-winterreise-score_20,0.0,23.36,20.034757281553397,0.05041564039408867,4.778684153178237e-05
schubert-winterreise-audio_92,schubert-winterreise-score_20,0.0,9.800000000000011,11.51747572815534,0.08976298537569337,4.8348101925880786e-09
schubert-winterreise-audio_116,schubert-winterreise-score_20,0.7378640776699029,0.040000000000020464,0.30757281553398036,0.8854027766883678,0.6694303497610707
schubert-winterreise-audio_140,schubert-winterreise-score_20,0.0,3.0799999999999983,3.679417475728155,0.20358152686145123,0.00010954128986308961
schubert-winterreise-audio_164,schubert-winterreise-score_20,0.8446601941747572,0.020000000000010232,0.21533980582524298,0.913780980840218,0.7900622973902862
schubert-winterreise-audio_188,schubert-winterreise-score_20,0.009708737864077669,36.41999999999999,30.67378640776699,0.08338064149872272,0.009916121914928695
schubert-winterreise-audio_212,schubert-winterreise-score_20,0.02912621359223301,11.699999999999989,11.476893203883494,0.10267344595702804,0.02543951616580505
schubert-winterreise-audio_15,schubert-winterreise-score_15,0.6533333333333333,0.05999999999999872,0.3712000000000004,0.788719227173574,0.6325846346866492
schubert-winterreise-audio_39,schubert-winterreise-score_15,0.7066666666666667,0.060000000000002274,0.36399999999999977,0.7731123388581952,0.6659875150925058
schubert-winterreise-audio_63,schubert-winterreise-score_15,0.0,865.82,828.7370666666667,0.02971036130188116,0.006455903573233428
schubert-winterreise-audio_87,schubert-winterreise-score_15,0.02666666666666667,1.759999999999998,1.889066666666666,0.34751574527641715,0.019577740463970587
schubert-winterreise-audio_111,schubert-winterreise-score_15,0.37333333333333335,0.5599999999999952,0.5845333333333331,0.6958837772397096,0.3583641636767149
schubert-winterreise-audio_135,schubert-winterreise-score_15,0.0,5.419999999999995,7.156266666666668,0.0943428768540876,0.008693184301128516
schubert-winterreise-audio_159,schubert-winterreise-score_15,0.6533333333333333,0.09999999999999432,0.334399999999999,0.833914053426249,0.6160459322269257
schubert-winterreise-audio_183,schubert-winterreise-score_15,0.5866666666666667,0.21999999999999886,0.5186666666666667,0.7010632734878857,0.5370494218280332
schubert-winterreise-audio_207,schubert-winterreise-score_15,0.02666666666666667,6.659999999999997,7.818933333333333,0.1320815278446477,0.024072097871439036
schubert-winterreise-audio_2,schubert-winterreise-score_2,0.9393939393939394,0.019999999999999574,0.07616161616161629,0.9488222097588334,0.8875096188357131
schubert-winterreise-audio_26,schubert-winterreise-score_2,0.9090909090909091,0.019999999999999574,0.08181818181818104,0.9446757882212974,0.8717714397825236
schubert-winterreise-audio_50,schubert-winterreise-score_2,0.010101010101010102,0.8000000000000043,0.7985858585858583,0.515721615576898,0.015510626732979595
schubert-winterreise-audio_74,schubert-winterreise-score_2,0.0,4.699999999999996,5.643232323232323,0.02005347593582887,5.920926793015335e-07
schubert-winterreise-audio_98,schubert-winterreise-score_2,0.8484848484848485,0.060000000000002274,0.14626262626262598,0.9107453499264019,0.7610880433652257
