audio_id,score_name,pc,mae,aae,pcs,perceptual
schubert-winterreise-audio_22,schubert-winterreise-score_22,0.6231884057971014,0.20000000000000284,0.6156521739130421,0.8206949300699304,0.5512903958126655
schubert-winterreise-audio_46,schubert-winterreise-score_22,0.5942028985507246,0.2200000000000002,0.8037681159420289,0.769966578310476,0.5448488145134947
schubert-winterreise-audio_70,schubert-winterreise-score_22,0.10144927536231885,0.8600000000000136,1.0086956521739134,0.6333066453162528,0.10971519367493669
schubert-winterreise-audio_94,schubert-winterreise-score_22,0.0,3.180000000000007,3.744057971014493,0.14135809914364972,0.0005004927961414507
schubert-winterreise-audio_118,schubert-winterreise-score_22,0.6231884057971014,0.21999999999999886,0.4142028985507247,0.8195219123505976,0.5244020660861916
schubert-winterreise-audio_142,schubert-winterreise-score_22,0.043478260869565216,2.259999999999991,2.2298550724637685,0.29766908674054254,0.044927785235524376
schubert-winterreise-audio_166,schubert-winterreise-score_22,0.6956521739130435,0.20000000000000284,0.3150724637681164,0.8786533481317053,0.5928930532299187
schubert-winterreise-audio_190,schubert-winterreise-score_22,0.5072463768115942,0.28000000000000114,0.816811594202898,0.7603131938763587,0.46592007908885386
schubert-winterreise-audio_214,schubert-winterreise-score_22,0.5942028985507246,0.2400000000000002,0.6353623188405794,0.8001654944145635,0.5058050042369041
schubert-winterreise-audio_13,schubert-winterreise-score_13,0.5,0.31999999999999984,0.6592307692307694,0.8032729805013927,0.44378392421120316
schubert-winterreise-audio_37,schubert-winterreise-score_13,0.5,0.30999999999999517,0.43692307692307664,0.8500413109336272,0.488921558083977
schubert-winterreise-audio_61,schubert-winterreise-score_13,0.3269230769230769,0.47000000000000597,0.9819230769230759,0.7803851415342528,0.2854117070611141
schubert-winterreise-audio_85,schubert-winterreise-score_13,0.038461538461538464,1.2199999999999989,1.366153846153846,0.6346048748497104,0.052456064271861697
schubert-winterreise-audio_109,schubert-winterreise-score_13,0.34615384615384615,0.4399999999999977,0.6623076923076933,0.8129338269319756,0.3504240983607321
schubert-winterreise-audio_133,schubert-winterreise-score_13,0.0,6.090000000000003,6.892692307692308,0.08971982993568081,7.505062994392466e-05
schubert-winterreise-audio_157,schubert-winterreise-score_13,0.40384615384615385,0.46000000000000085,0.5503846153846153,0.8508535489667565,0.4032923950409577
schubert-winterreise-audio_181,schubert-winterreise-score_13,0.34615384615384615,0.4499999999999993,0.8834615384615384,0.7590684696286755,0.3330871294051867
schubert-winterreise-audio_205,schubert-winterreise-score_13,0.34615384615384615,0.5,0.9280769230769226,0.7598765432098766,0.2994527571483853
schubert-winterreise-audio_20,schubert-winterreise-score_20,0.6116504854368932,0.21999999999999886,0.43475728155339943,0.8064546839299308,0.5772257130779093
schubert-winterreise-audio_44,schubert-winterreise-score_20,0.5339805825242718,0.28000000000000114,0.6751456310679615,0.7249070631970259,0.4665174167169284
schubert-winterreise-audio_68,schubert-winterreise-score_20,0.0,23.379999999999995,20.561553398058248,0.043411330049261086,4.77867463050948e-05
schubert-winterreise-audio_92,schubert-winterreise-score_20,0.0,9.939999999999998,11.882912621359225,0.07506663785029893,9.50125032615016e-08
schubert-winterreise-audio_116,schubert-winterreise-score_20,0.47572815533980584,0.3199999999999932,0.6469902912621353,0.7671189897246845,0.4346912065084235
schubert-winterreise-audio_140,schubert-winterreise-score_20,0.0,3.8799999999999955,4.380582524271845,0.1669808356896009,0.00010106731789941854
schubert-winterreise-audio_164,schubert-winterreise-score_20,0.5436893203883495,0.23999999999999488,0.5788349514563105,0.7586570574793462,0.5142122052341457
schubert-winterreise-audio_188,schubert-winterreise-score_20,0.0,27.960000000000008,26.73592233009709,0.03796480272495031,6.404205684820233e-05
schubert-winterreise-audio_212,schubert-winterreise-score_20,0.009708737864077669,13.060000000000002,13.783300970873785,0.08208955223880599,0.0069049476259266844
schubert-winterreise-audio_15,schubert-winterreise-score_15,0.4266666666666667,0.379999999999999,0.7226666666666666,0.656590838267373,0.4073298369806568
schubert-winterreise-audio_39,schubert-winterreise-score_15,0.32,0.4800000000000004,0.7845333333333332,0.6515653775322284,0.32003424792703117
schubert-winterreise-audio_63,schubert-winterreise-score_15,0.0,1407.6,1354.2592000000002,0.02971036130188116,0.006455903573233428
schubert-winterreise-audio_87,schubert-winterreise-score_15,0.08,1.8799999999999955,1.6928,0.4048985304408676,0.07578916750943893
schubert-winterreise-audio_111,schubert-winterreise-score_15,0.37333333333333335,0.5,0.6562666666666664,0.6516545601291366,0.31810559469075544
